enrichment_id,ku_id,field,value,wikidata_qid,candidate_source_ids,candidate_revisions,candidate_accessed_dates,candidate_urls,pointer_status,evidence_marker
enr-02605,units/persons/filippo-baldinucci,身份／职业标签,美術史學家；政治人物；畫家；歷史學家；作家；作者,Q979574,src-32102681d4a92c2b;src-bfe85c064379c90a,2522046216;2522046216,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q979574;https://www.wikidata.org/wiki/Q979574,candidate_sources_ambiguous,Wikidata P106；有参考；未列参考
enr-02606,units/persons/filippo-baldinucci,成员身份,秕糠学会；佛罗伦萨美术学院,Q979574,src-32102681d4a92c2b;src-bfe85c064379c90a,2522046216;2522046216,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q979574;https://www.wikidata.org/wiki/Q979574,candidate_sources_ambiguous,Wikidata P463；有参考；未列参考
enr-02607,units/persons/filippo-baldinucci,代表作,Artists in biographies by Filippo Baldinucci,Q979574,src-32102681d4a92c2b;src-bfe85c064379c90a,2522046216;2522046216,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q979574;https://www.wikidata.org/wiki/Q979574,candidate_sources_ambiguous,Wikidata P800；未列参考
enr-02630,units/persons/flavio-chigi,性别,男,Q1397340,src-39d47980120f786d;src-9161033761e9b5dd,2543441977;2531758125,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q1397340;https://www.wikidata.org/wiki/Q1397340,candidate_sources_ambiguous,Wikidata P21；有参考
enr-02631,units/persons/flavio-chigi,出生日期,1631-05-10,Q1397340,src-39d47980120f786d;src-9161033761e9b5dd,2543441977;2531758125,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q1397340;https://www.wikidata.org/wiki/Q1397340,candidate_sources_ambiguous,Wikidata P569；有参考
enr-02632,units/persons/flavio-chigi,去世日期,1693-09-13,Q1397340,src-39d47980120f786d;src-9161033761e9b5dd,2543441977;2531758125,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q1397340;https://www.wikidata.org/wiki/Q1397340,candidate_sources_ambiguous,Wikidata P570；有参考
enr-02633,units/persons/flavio-chigi,出生地,锡耶纳,Q1397340,src-39d47980120f786d;src-9161033761e9b5dd,2543441977;2531758125,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q1397340;https://www.wikidata.org/wiki/Q1397340,candidate_sources_ambiguous,Wikidata P19；有参考
enr-02634,units/persons/flavio-chigi,去世地,罗马,Q1397340,src-39d47980120f786d;src-9161033761e9b5dd,2543441977;2531758125,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q1397340;https://www.wikidata.org/wiki/Q1397340,candidate_sources_ambiguous,Wikidata P20；有参考
enr-02635,units/persons/flavio-chigi,身份／职业标签,圖書館員；Catholic priest,Q1397340,src-39d47980120f786d;src-9161033761e9b5dd,2543441977;2531758125,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q1397340;https://www.wikidata.org/wiki/Q1397340,candidate_sources_ambiguous,Wikidata P106；有参考；未列参考
enr-02636,units/persons/flavio-chigi,父亲,Mario Chigi,Q1397340,src-39d47980120f786d;src-9161033761e9b5dd,2543441977;2531758125,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q1397340;https://www.wikidata.org/wiki/Q1397340,candidate_sources_ambiguous,Wikidata P22；未列参考
enr-02637,units/persons/flavio-chigi,教育／训练机构,錫耶納大學,Q1397340,src-39d47980120f786d;src-9161033761e9b5dd,2543441977;2531758125,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q1397340;https://www.wikidata.org/wiki/Q1397340,candidate_sources_ambiguous,Wikidata P69；有参考
enr-02638,units/persons/francesco-albani,性别,男,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P21；有参考
enr-02639,units/persons/francesco-albani,出生日期,1578-03-17,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P569；有参考
enr-02640,units/persons/francesco-albani,去世日期,1660-10-04,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P570；有参考
enr-02641,units/persons/francesco-albani,出生地,博洛尼亞,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P19；有参考
enr-02642,units/persons/francesco-albani,去世地,博洛尼亞,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P20；有参考
enr-02643,units/persons/francesco-albani,国籍／公民身份,教皇国,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P27；未列参考
enr-02644,units/persons/francesco-albani,身份／职业标签,畫家；素描家；壁画画家,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P106；有参考
enr-02645,units/persons/francesco-albani,代表作,Toilet of Venus；Adonis Led by Cupids to Venus；Apollo and Daphne；Baptism of Jesus Christ；Stories of Aeneas by Francesco Albani；Landscape with Toilet of Venus,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P800；有参考；未列参考
enr-02646,units/persons/francesco-albani,艺术或思想运动,巴洛克艺术,Q358147,src-520505fafb0a31b6;src-b6affecea3b2ce5b,2522260813;2522260813,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q358147;https://www.wikidata.org/wiki/Q358147,candidate_sources_ambiguous,Wikidata P135；有参考
enr-02663,units/persons/francesco-barberini,性别,男,Q534683,src-6edfc75e5aa18928;src-fb60d43faa041a17,2543537538;2522316305,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q534683;https://www.wikidata.org/wiki/Q534683,candidate_sources_ambiguous,Wikidata P21；有参考
enr-02664,units/persons/francesco-barberini,出生日期,1597-09-23,Q534683,src-6edfc75e5aa18928;src-fb60d43faa041a17,2543537538;2522316305,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q534683;https://www.wikidata.org/wiki/Q534683,candidate_sources_ambiguous,Wikidata P569；有参考
enr-02665,units/persons/francesco-barberini,去世日期,1679-12-10,Q534683,src-6edfc75e5aa18928;src-fb60d43faa041a17,2543537538;2522316305,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q534683;https://www.wikidata.org/wiki/Q534683,candidate_sources_ambiguous,Wikidata P570；有参考
enr-02666,units/persons/francesco-barberini,出生地,佛罗伦萨,Q534683,src-6edfc75e5aa18928;src-fb60d43faa041a17,2543537538;2522316305,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q534683;https://www.wikidata.org/wiki/Q534683,candidate_sources_ambiguous,Wikidata P19；有参考
enr-02667,units/persons/francesco-barberini,去世地,罗马,Q534683,src-6edfc75e5aa18928;src-fb60d43faa041a17,2543537538;2522316305,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q534683;https://www.wikidata.org/wiki/Q534683,candidate_sources_ambiguous,Wikidata P20；未列参考
enr-02668,units/persons/francesco-barberini,身份／职业标签,Catholic priest；專員；法学家,Q534683,src-6edfc75e5aa18928;src-fb60d43faa041a17,2543537538;2522316305,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q534683;https://www.wikidata.org/wiki/Q534683,candidate_sources_ambiguous,Wikidata P106；有参考；未列参考
enr-02669,units/persons/francesco-barberini,父亲,卡羅·巴貝里尼,Q534683,src-6edfc75e5aa18928;src-fb60d43faa041a17,2543537538;2522316305,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q534683;https://www.wikidata.org/wiki/Q534683,candidate_sources_ambiguous,Wikidata P22；未列参考
enr-02670,units/persons/francesco-barberini,教育／训练机构,比萨大学,Q534683,src-6edfc75e5aa18928;src-fb60d43faa041a17,2543537538;2522316305,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q534683;https://www.wikidata.org/wiki/Q534683,candidate_sources_ambiguous,Wikidata P69；有参考
enr-02808,units/persons/frederick-iii,性别,男,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P21；有参考
enr-02809,units/persons/frederick-iii,出生日期,1415-09-21,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P569；有参考
enr-02810,units/persons/frederick-iii,去世日期,1493-08-19；1493-08-18,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P570；有参考
enr-02811,units/persons/frederick-iii,出生地,因斯布鲁克,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P19；有参考
enr-02812,units/persons/frederick-iii,去世地,林茨,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P20；有参考
enr-02813,units/persons/frederick-iii,国籍／公民身份,神聖羅馬帝國,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P27；有参考
enr-02814,units/persons/frederick-iii,身份／职业标签,統治者；mint lord,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P106；有参考；未列参考
enr-02815,units/persons/frederick-iii,父亲,恩斯特,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P22；未列参考
enr-02816,units/persons/frederick-iii,母亲,辛巴卡·馬索維卡,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P25；未列参考
enr-02817,units/persons/frederick-iii,配偶,葡萄牙的莉奥诺,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P26；有参考
enr-02818,units/persons/frederick-iii,子女,馬克西米利安一世；奧地利的庫妮君德；Christof von Habsburg；Helene von Habsburg；Johann von Habsburg,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P40；有参考；未列参考
enr-02819,units/persons/frederick-iii,成员身份,Confraternity of the Rosary,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P463；未列参考
enr-02820,units/persons/frederick-iii,荣誉／奖项,Knight of the Order of the Golden Fleece；金薔薇 (榮譽)；Knight in the Order of the Holy Sepulchre；Knight of the Garter,Q150966,src-4896a45b4918fb14;src-d000a01f3c3fb583,2528994406;2528994406,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q150966;https://www.wikidata.org/wiki/Q150966,candidate_sources_ambiguous,Wikidata P166；有参考；未列参考
enr-02882,units/persons/gaspard-dughet,性别,男,Q741375,src-28cce2003a531c8c;src-47e30f79681c6cca,2541010497;2541010497,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q741375;https://www.wikidata.org/wiki/Q741375,candidate_sources_ambiguous,Wikidata P21；有参考
enr-02883,units/persons/gaspard-dughet,出生日期,1613-06-07；1615-06-04；1615-06-15,Q741375,src-28cce2003a531c8c;src-47e30f79681c6cca,2541010497;2541010497,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q741375;https://www.wikidata.org/wiki/Q741375,candidate_sources_ambiguous,Wikidata P569；有参考
enr-02884,units/persons/gaspard-dughet,去世日期,1675-05-27；1675-05-25,Q741375,src-28cce2003a531c8c;src-47e30f79681c6cca,2541010497;2541010497,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q741375;https://www.wikidata.org/wiki/Q741375,candidate_sources_ambiguous,Wikidata P570；有参考
enr-02885,units/persons/gaspard-dughet,出生地,罗马,Q741375,src-28cce2003a531c8c;src-47e30f79681c6cca,2541010497;2541010497,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q741375;https://www.wikidata.org/wiki/Q741375,candidate_sources_ambiguous,Wikidata P19；有参考
enr-02886,units/persons/gaspard-dughet,去世地,罗马,Q741375,src-28cce2003a531c8c;src-47e30f79681c6cca,2541010497;2541010497,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q741375;https://www.wikidata.org/wiki/Q741375,candidate_sources_ambiguous,Wikidata P20；有参考
enr-02887,units/persons/gaspard-dughet,国籍／公民身份,法國,Q741375,src-28cce2003a531c8c;src-47e30f79681c6cca,2541010497;2541010497,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q741375;https://www.wikidata.org/wiki/Q741375,candidate_sources_ambiguous,Wikidata P27；有参考
enr-02888,units/persons/gaspard-dughet,身份／职业标签,畫家；素描家,Q741375,src-28cce2003a531c8c;src-47e30f79681c6cca,2541010497;2541010497,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q741375;https://www.wikidata.org/wiki/Q741375,candidate_sources_ambiguous,Wikidata P106；有参考
enr-02889,units/persons/gaspard-dughet,代表作,"Italian Landscape；Landscape；Landscape with Huntsmen, Mountains and a Lake",Q741375,src-28cce2003a531c8c;src-47e30f79681c6cca,2541010497;2541010497,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q741375;https://www.wikidata.org/wiki/Q741375,candidate_sources_ambiguous,Wikidata P800；未列参考
enr-02954,units/persons/gian-lorenzo-bernini,性别,男,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P21；有参考
enr-02955,units/persons/gian-lorenzo-bernini,出生日期,1598-12-07,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P569；有参考
enr-02956,units/persons/gian-lorenzo-bernini,去世日期,1680-11-28,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P570；有参考
enr-02957,units/persons/gian-lorenzo-bernini,出生地,那不勒斯,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P19；有参考
enr-02958,units/persons/gian-lorenzo-bernini,去世地,罗马,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P20；有参考
enr-02959,units/persons/gian-lorenzo-bernini,国籍／公民身份,意大利,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P27；有参考
enr-02960,units/persons/gian-lorenzo-bernini,身份／职业标签,雕塑家；艺术家；畫家；建筑师；建筑绘图员；設計師,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P106；有参考
enr-02963,units/persons/gian-lorenzo-bernini,配偶,Caterina Tezio,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P26；未列参考
enr-02964,units/persons/gian-lorenzo-bernini,子女,多梅尼科·贝尼尼,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P40；未列参考
enr-02965,units/persons/gian-lorenzo-bernini,代表作,巴贝里尼宫；聖伯多祿廣場；圣女大德兰的神魂超拔；Bust of Costanza Bonarelli；奎琳岗圣安德肋堂；四河喷泉；Portrait of Louis XIV of France；Neptune and Dolphin,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P800；有参考；未列参考
enr-02966,units/persons/gian-lorenzo-bernini,艺术或思想运动,巴洛克艺术,Q160538,src-05aa6eb6826278ac;src-73c2f9314e8b274b,2541050077;2543155212,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q160538;https://www.wikidata.org/wiki/Q160538,candidate_sources_ambiguous,Wikidata P135；有参考
enr-03056,units/persons/giorgio-vasari,性别,男,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03057,units/persons/giorgio-vasari,出生日期,1511-07-30,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P569；有参考
enr-03058,units/persons/giorgio-vasari,去世日期,1574-06-27,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03059,units/persons/giorgio-vasari,出生地,阿雷佐,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P19；有参考
enr-03060,units/persons/giorgio-vasari,去世地,佛罗伦萨,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P20；有参考
enr-03061,units/persons/giorgio-vasari,国籍／公民身份,佛罗伦萨共和国；托斯卡纳大公国,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P27；有参考；未列参考
enr-03062,units/persons/giorgio-vasari,身份／职业标签,畫家；建筑师；美術史學家；作家；傳記作家；art theorist；美学家；建筑绘图员,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P106；有参考；未列参考
enr-03063,units/persons/giorgio-vasari,父亲,Antonio Vasari,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P22；未列参考
enr-03064,units/persons/giorgio-vasari,母亲,Maddalena Tacci,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P25；未列参考
enr-03065,units/persons/giorgio-vasari,配偶,Niccolosa Bacci,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P26；未列参考
enr-03066,units/persons/giorgio-vasari,成员身份,佛罗伦萨美术学院,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P463；未列参考
enr-03067,units/persons/giorgio-vasari,代表作,烏菲茲美術館；艺苑名人传；Allegory of Patience；Annunciation to Zacharias；Feast of Esther；Gathering of the Manna；Murate Last Supper；Nativity and Adoration of the Shepherds,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P800；有参考；未列参考
enr-03068,units/persons/giorgio-vasari,荣誉／奖项,黃金馬刺十字勳章,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P166；未列参考
enr-03069,units/persons/giorgio-vasari,艺术或思想运动,文藝復興,Q128027,src-071774124671f1fe;src-6963787483fadaa6,2533462885;2533462885,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q128027;https://www.wikidata.org/wiki/Q128027,candidate_sources_ambiguous,Wikidata P135；有参考
enr-03070,units/persons/giovan-battista-gaulli,性别,男,Q520573,src-9bb0d4ab6b8e1f2b;src-be6da11d09307a40,2528478039;2528478039,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q520573;https://www.wikidata.org/wiki/Q520573,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03071,units/persons/giovan-battista-gaulli,出生日期,1639-05-08,Q520573,src-9bb0d4ab6b8e1f2b;src-be6da11d09307a40,2528478039;2528478039,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q520573;https://www.wikidata.org/wiki/Q520573,candidate_sources_ambiguous,Wikidata P569；有参考
enr-03072,units/persons/giovan-battista-gaulli,去世日期,1709-04-02,Q520573,src-9bb0d4ab6b8e1f2b;src-be6da11d09307a40,2528478039;2528478039,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q520573;https://www.wikidata.org/wiki/Q520573,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03073,units/persons/giovan-battista-gaulli,出生地,热那亚,Q520573,src-9bb0d4ab6b8e1f2b;src-be6da11d09307a40,2528478039;2528478039,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q520573;https://www.wikidata.org/wiki/Q520573,candidate_sources_ambiguous,Wikidata P19；有参考
enr-03074,units/persons/giovan-battista-gaulli,去世地,罗马,Q520573,src-9bb0d4ab6b8e1f2b;src-be6da11d09307a40,2528478039;2528478039,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q520573;https://www.wikidata.org/wiki/Q520573,candidate_sources_ambiguous,Wikidata P20；有参考
enr-03075,units/persons/giovan-battista-gaulli,国籍／公民身份,热那亚共和国,Q520573,src-9bb0d4ab6b8e1f2b;src-be6da11d09307a40,2528478039;2528478039,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q520573;https://www.wikidata.org/wiki/Q520573,candidate_sources_ambiguous,Wikidata P27；未列参考
enr-03076,units/persons/giovan-battista-gaulli,身份／职业标签,畫家；雕塑家；壁画画家；視覺藝術家,Q520573,src-9bb0d4ab6b8e1f2b;src-be6da11d09307a40,2528478039;2528478039,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q520573;https://www.wikidata.org/wiki/Q520573,candidate_sources_ambiguous,Wikidata P106；有参考
enr-03077,units/persons/giovan-battista-gaulli,代表作,Conversion of Paul；The Sermon of St. John the Baptist；A Blessed Abbess Receiving the Host from the Hands of Christ；Paintings by Giovanni Battista Gaulli il Baciccio in the Uffizi Gallery；The Thanksgiving of Noah,Q520573,src-9bb0d4ab6b8e1f2b;src-be6da11d09307a40,2528478039;2528478039,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q520573;https://www.wikidata.org/wiki/Q520573,candidate_sources_ambiguous,Wikidata P800；有参考；未列参考
enr-03080,units/persons/giovanni-adamo-piola,性别,男,,,,,,no_unique_same_alignment,Wikidata P21；有参考
enr-03081,units/persons/giovanni-adamo-piola,出生日期,1657-08-16；1657-11-30；1656-11-30；1656-12-30,,,,,,no_unique_same_alignment,Wikidata P569；有参考
enr-03082,units/persons/giovanni-adamo-piola,去世日期,1712-06-16；1712-06-18,,,,,,no_unique_same_alignment,Wikidata P570；有参考
enr-03083,units/persons/giovanni-adamo-piola,出生地,布尔诺,,,,,,no_unique_same_alignment,Wikidata P19；有参考
enr-03084,units/persons/giovanni-adamo-piola,去世地,維也納,,,,,,no_unique_same_alignment,Wikidata P20；有参考
enr-03085,units/persons/giovanni-adamo-piola,国籍／公民身份,列支敦斯登,,,,,,no_unique_same_alignment,Wikidata P27；有参考
enr-03086,units/persons/giovanni-adamo-piola,身份／职业标签,艺术收藏家；政治人物,,,,,,no_unique_same_alignment,Wikidata P106；有参考；未列参考
enr-03087,units/persons/giovanni-adamo-piola,父亲,卡爾·尤塞比烏斯,,,,,,no_unique_same_alignment,Wikidata P22；未列参考
enr-03088,units/persons/giovanni-adamo-piola,母亲,迪特里希斯坦的約翰娜·碧翠絲,,,,,,no_unique_same_alignment,Wikidata P25；未列参考
