source_id,kind,label,version,accessed_date,citation,url
src-019b94b4bd3889b1,external,"Wikidata, Q979862, revision 2521302859. https://www.wikidata.org/wiki/Q979862. Accessed 2026-09-11.",,,"Wikidata, Q979862, revision 2521302859. https://www.wikidata.org/wiki/Q979862. Accessed 2026-09-11.",https://www.wikidata.org/wiki/Q979862
src-01a0e733f9dfd06a,external,"Wikidata, Q3889852. https://www.wikidata.org/wiki/Q3889852. Accessed 2026-09-13.",,,"Wikidata, Q3889852. https://www.wikidata.org/wiki/Q3889852. Accessed 2026-09-13.",https://www.wikidata.org/wiki/Q3889852
src-01bacd04bba025f3,external,"Wikipedia (en), Pietro da Cortona, revision 1368378432. https://en.wikipedia.org/wiki/Pietro_da_Cortona. Accessed 2026-09-10.",,,"Wikipedia (en), Pietro da Cortona, revision 1368378432. https://en.wikipedia.org/wiki/Pietro_da_Cortona. Accessed 2026-09-10.",https://en.wikipedia.org/wiki/Pietro_da_Cortona
src-01ca8debf3b062b2,external,"Wikidata, Q1460179, https://www.wikidata.org/wiki/Q1460179. Accessed 2026-09-12.",,,"Wikidata, Q1460179, https://www.wikidata.org/wiki/Q1460179. Accessed 2026-09-12.",https://www.wikidata.org/wiki/Q1460179
src-0246e0bacc1a90dd,external,"Wikipedia (en), London, revision 1372851516. https://en.wikipedia.org/wiki/London. Accessed 2026-09-10.",,,"Wikipedia (en), London, revision 1372851516. https://en.wikipedia.org/wiki/London. Accessed 2026-09-10.",https://en.wikipedia.org/wiki/London
src-024fdb7d196fd22d,external,"Wikidata, Q38, revision 2540155272. https://www.wikidata.org/wiki/Q38. Accessed 2026-09-10.",,,"Wikidata, Q38, revision 2540155272. https://www.wikidata.org/wiki/Q38. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q38
src-02813ef29a74bbef,external,"Wikidata, Q979862, revision 2521302859. https://www.wikidata.org/wiki/Q979862. Accessed 2026-09-10.",,,"Wikidata, Q979862, revision 2521302859. https://www.wikidata.org/wiki/Q979862. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q979862
src-029274d915796912,external,"Treccani, Cerato, Domenico, Enciclopedia on line. https://www.treccani.it/enciclopedia/domenico-cerato/. Accessed 2026-09-15.",,,"Treccani, Cerato, Domenico, Enciclopedia on line. https://www.treccani.it/enciclopedia/domenico-cerato/. Accessed 2026-09-15.",https://www.treccani.it/enciclopedia/domenico-cerato/
src-02ae4eb85abd6a19,external,"Wikipedia (en), Dilettante, revision 1137118373. https://en.wikipedia.org/wiki/Dilettante. Accessed 2026-09-10.",,,"Wikipedia (en), Dilettante, revision 1137118373. https://en.wikipedia.org/wiki/Dilettante. Accessed 2026-09-10.",https://en.wikipedia.org/wiki/Dilettante
src-0327f696edfcd186,external,"Wikidata, Q1203458. https://www.wikidata.org/wiki/Q1203458. Accessed 2026-09-13.",,,"Wikidata, Q1203458. https://www.wikidata.org/wiki/Q1203458. Accessed 2026-09-13.",https://www.wikidata.org/wiki/Q1203458
src-032f49b9dc487b92,external,"Wikipedia (en), Viviano Codazzi. https://en.wikipedia.org/wiki/Viviano_Codazzi. Accessed 2026-09-13.",,,"Wikipedia (en), Viviano Codazzi. https://en.wikipedia.org/wiki/Viviano_Codazzi. Accessed 2026-09-13.",https://en.wikipedia.org/wiki/Viviano_Codazzi
src-036a9b79626fe5fb,external,"Wikipedia (en), Andrea Pozzo, revision 1372387537. https://en.wikipedia.org/wiki/Andrea_Pozzo. Accessed 2026-09-10.",,,"Wikipedia (en), Andrea Pozzo, revision 1372387537. https://en.wikipedia.org/wiki/Andrea_Pozzo. Accessed 2026-09-10.",https://en.wikipedia.org/wiki/Andrea_Pozzo
src-036bd418fe1d0928,external,"Wikidata, Q133100, revision 2522262302. https://www.wikidata.org/wiki/Q133100. Accessed 2026-09-10.",,,"Wikidata, Q133100, revision 2522262302. https://www.wikidata.org/wiki/Q133100. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q133100
src-036f8f2167ace8ca,external,"Wikidata, Q3106993, revision 2513805031. https://www.wikidata.org/wiki/Q3106993. Accessed 2026-09-11.",,,"Wikidata, Q3106993, revision 2513805031. https://www.wikidata.org/wiki/Q3106993. Accessed 2026-09-11.",https://www.wikidata.org/wiki/Q3106993
src-0375bbd926f19966,external,"Wikipedia (en), Milan, revision 1373568393. https://en.wikipedia.org/wiki/Milan. Accessed 2026-09-11.",,,"Wikipedia (en), Milan, revision 1373568393. https://en.wikipedia.org/wiki/Milan. Accessed 2026-09-11.",https://en.wikipedia.org/wiki/Milan
src-0391a35e77142cdf,external,"Wikidata, Q58337859, https://www.wikidata.org/wiki/Q58337859. Accessed 2026-09-25.",,,"Wikidata, Q58337859, https://www.wikidata.org/wiki/Q58337859. Accessed 2026-09-25.",https://www.wikidata.org/wiki/Q58337859
src-040337c22a1b9113,external,"BONATTI, Giovanni, detto Giovannino del Pio o il Ferraresino, Dizionario Biografico degli Italiani 11 (1969),署名**. https://www.treccani.it/enciclopedia/bonatti-giovanni-detto-giovannino-del-pio-o-il-ferraresino_(Dizionario-Biografico)/. Accessed 2026-09-11.",,,"BONATTI, Giovanni, detto Giovannino del Pio o il Ferraresino, Dizionario Biografico degli Italiani 11 (1969),署名**. https://www.treccani.it/enciclopedia/bonatti-giovanni-detto-giovannino-del-pio-o-il-ferraresino_(Dizionario-Biografico)/. Accessed 2026-09-11.",https://www.treccani.it/enciclopedia/bonatti-giovanni-detto-giovannino-del-pio-o-il-ferraresino_(Dizionario-Biografico)/
src-040db22d3c3a7eaa,external,"Complesso Monumentale della Pilotta, Farnese Theatre. https://complessopilotta.it/en/the-farnese-theatre/. Accessed 2026-09-11.",,,"Complesso Monumentale della Pilotta, Farnese Theatre. https://complessopilotta.it/en/the-farnese-theatre/. Accessed 2026-09-11.",https://complessopilotta.it/en/the-farnese-theatre/
src-0418070b2d56388c,external,"Wikipedia (en), Sant'Agnese in Agone, revision 1362791584. https://en.wikipedia.org/wiki/Sant'Agnese_in_Agone Accessed 2026-09-11.",,,"Wikipedia (en), Sant'Agnese in Agone, revision 1362791584. https://en.wikipedia.org/wiki/Sant'Agnese_in_Agone Accessed 2026-09-11.",https://en.wikipedia.org/wiki/Sant'Agnese_in_Agone
src-046c5789d1b4304f,external,"The Burlington Magazine, June 1974, vol. 116, no. 855. https://www.burlington.org.uk/archive/back-issues/197406. Accessed 2026-09-14.",,,"The Burlington Magazine, June 1974, vol. 116, no. 855. https://www.burlington.org.uk/archive/back-issues/197406. Accessed 2026-09-14.",https://www.burlington.org.uk/archive/back-issues/197406
src-0480d70d2e0966dd,external,"King’s College Cambridge, Guide to the Modern Archives. https://www.kings.cam.ac.uk/guide-modern-archives. Accessed 2026-09-14.",,,"King’s College Cambridge, Guide to the Modern Archives. https://www.kings.cam.ac.uk/guide-modern-archives. Accessed 2026-09-14.",https://www.kings.cam.ac.uk/guide-modern-archives
src-04a70ba6ce0ba415,external,"Wikipedia (en), Pio Monte della Misericordia. https://en.wikipedia.org/wiki/Pio_Monte_della_Misericordia. Accessed 2026-09-13.",,,"Wikipedia (en), Pio Monte della Misericordia. https://en.wikipedia.org/wiki/Pio_Monte_della_Misericordia. Accessed 2026-09-13.",https://en.wikipedia.org/wiki/Pio_Monte_della_Misericordia
src-04db55a4a8eb4aad,external,"Wikipedia (en), The Calling of Saints Peter and Andrew, revision 1361422659. https://en.wikipedia.org/wiki/The_Calling_of_Saints_Peter_and_Andrew. Accessed 2026-09-12.",,,"Wikipedia (en), The Calling of Saints Peter and Andrew, revision 1361422659. https://en.wikipedia.org/wiki/The_Calling_of_Saints_Peter_and_Andrew. Accessed 2026-09-12.",https://en.wikipedia.org/wiki/The_Calling_of_Saints_Peter_and_Andrew
src-04dd90649c4f861f,external,"Wikidata, Q3155864, revision 2519568660. https://www.wikidata.org/wiki/Q3155864. Accessed 2026-09-11.",,,"Wikidata, Q3155864, revision 2519568660. https://www.wikidata.org/wiki/Q3155864. Accessed 2026-09-11.",https://www.wikidata.org/wiki/Q3155864
src-052e358e466ba3e4,external,"Wikipedia (en), Guillaume Courtois, revision 1365392920. https://en.wikipedia.org/wiki/Guillaume_Courtois. Accessed 2026-09-10.",,,"Wikipedia (en), Guillaume Courtois, revision 1365392920. https://en.wikipedia.org/wiki/Guillaume_Courtois. Accessed 2026-09-10.",https://en.wikipedia.org/wiki/Guillaume_Courtois
src-053130f65a7a55dc,external,"Accademia Nazionale di San Luca, Storia dell’Accademia. https://accademiasanluca.it/accademia/storia-dell-accademia. Accessed 2026-09-11.",,,"Accademia Nazionale di San Luca, Storia dell’Accademia. https://accademiasanluca.it/accademia/storia-dell-accademia. Accessed 2026-09-11.",https://accademiasanluca.it/accademia/storia-dell-accademia
src-05aa6eb6826278ac,external,"Wikidata, Q160538, revision 2541050077. https://www.wikidata.org/wiki/Q160538. Accessed 2026-09-10.",,,"Wikidata, Q160538, revision 2541050077. https://www.wikidata.org/wiki/Q160538. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q160538
src-05cc75448ae4fab5,external,"Getty Research Institute, Art & Architecture Thesaurus, altarpieces, 300075940. https://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&page=1&subjectid=300075940. Accessed 2026-09-10.",,,"Getty Research Institute, Art & Architecture Thesaurus, altarpieces, 300075940. https://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&page=1&subjectid=300075940. Accessed 2026-09-10.",https://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&page=1&subjectid=300075940
src-05edc3f890c8c9f6,external,"Wikidata, Q510799, https://www.wikidata.org/wiki/Q510799. Accessed 2026-09-12.",,,"Wikidata, Q510799, https://www.wikidata.org/wiki/Q510799. Accessed 2026-09-12.",https://www.wikidata.org/wiki/Q510799
src-06460ee320510249,external,"Wikidata, Q88949215, revision 2490982581. https://www.wikidata.org/wiki/Q88949215. Accessed 2026-09-10.",,,"Wikidata, Q88949215, revision 2490982581. https://www.wikidata.org/wiki/Q88949215. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q88949215
src-064f69d88b9bea2e,external,"Wikidata Q192110, revision 2525864132. https://www.wikidata.org/wiki/Q192110. Accessed 2026-09-11.",,,"Wikidata Q192110, revision 2525864132. https://www.wikidata.org/wiki/Q192110. Accessed 2026-09-11.",https://www.wikidata.org/wiki/Q192110
src-068c0a611fd68c81,external,"Sant'Andrea della Valle, La facciata. https://santandrea.teatinos.org/accenni-storia-arte/la-facciata/. Accessed 2026-09-10.",,,"Sant'Andrea della Valle, La facciata. https://santandrea.teatinos.org/accenni-storia-arte/la-facciata/. Accessed 2026-09-10.",https://santandrea.teatinos.org/accenni-storia-arte/la-facciata/
src-068d694d0b209e07,external,"Wikidata, Q134194, revision 2509243265. https://www.wikidata.org/wiki/Q134194. Accessed 2026-09-10.",,,"Wikidata, Q134194, revision 2509243265. https://www.wikidata.org/wiki/Q134194. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q134194
src-06c2bdfe74243b9b,external,"Museo Nacional del Prado, Annibale Carracci, English artist biography, after Nicholas Turner (2008), p. 172. https://www.museodelprado.es/en/the-collection/artist/annibale-carracci/b18fd66f-c8e2-490a-96f5-a2de63457aa6. Accessed 2026-09-10.",,,"Museo Nacional del Prado, Annibale Carracci, English artist biography, after Nicholas Turner (2008), p. 172. https://www.museodelprado.es/en/the-collection/artist/annibale-carracci/b18fd66f-c8e2-490a-96f5-a2de63457aa6. Accessed 2026-09-10.",https://www.museodelprado.es/en/the-collection/artist/annibale-carracci/b18fd66f-c8e2-490a-96f5-a2de63457aa6
src-06ca5ec261114278,external,"Wikidata Q5147759, revision 2534621132. https://www.wikidata.org/wiki/Q5147759. Accessed 2026-09-11.",,,"Wikidata Q5147759, revision 2534621132. https://www.wikidata.org/wiki/Q5147759. Accessed 2026-09-11.",https://www.wikidata.org/wiki/Q5147759
src-071774124671f1fe,external,"Wikidata, Q128027, revision 2533462885. https://www.wikidata.org/wiki/Q128027. Accessed 2026-09-11.",,,"Wikidata, Q128027, revision 2533462885. https://www.wikidata.org/wiki/Q128027. Accessed 2026-09-11.",https://www.wikidata.org/wiki/Q128027
src-0728ea9e5acc86af,external,"Veneranda Biblioteca Ambrosiana, Pinacoteca. https://www.ambrosiana.it/ambrosiana-info/pinacoteca/. Accessed 2026-09-13.",,,"Veneranda Biblioteca Ambrosiana, Pinacoteca. https://www.ambrosiana.it/ambrosiana-info/pinacoteca/. Accessed 2026-09-13.",https://www.ambrosiana.it/ambrosiana-info/pinacoteca/
src-07351a5a08632245,external,"Amalia Mezzetti, Contributi a Carlo Maratti, INASA数字化论文. https://www.inasaroma.org/patrimonio/wp-content/uploads/2021/04/07-A.-MEZZETTI-Contributi-a-Carlo-Maratti-02.pdf. Accessed 2026-09-14.",,,"Amalia Mezzetti, Contributi a Carlo Maratti, INASA数字化论文. https://www.inasaroma.org/patrimonio/wp-content/uploads/2021/04/07-A.-MEZZETTI-Contributi-a-Carlo-Maratti-02.pdf. Accessed 2026-09-14.",https://www.inasaroma.org/patrimonio/wp-content/uploads/2021/04/07-A.-MEZZETTI-Contributi-a-Carlo-Maratti-02.pdf
src-076ffd2c4af62023,external,"Wikidata, Q1201549. https://www.wikidata.org/wiki/Q1201549. Accessed 2026-09-13.",,,"Wikidata, Q1201549. https://www.wikidata.org/wiki/Q1201549. Accessed 2026-09-13.",https://www.wikidata.org/wiki/Q1201549
src-077ee3c9abbcc78a,external,"Wikidata, Q7099965, revision 2545462336. https://www.wikidata.org/wiki/Q7099965. Accessed 2026-09-25.",,,"Wikidata, Q7099965, revision 2545462336. https://www.wikidata.org/wiki/Q7099965. Accessed 2026-09-25.",https://www.wikidata.org/wiki/Q7099965
src-07bea6fc73d7a088,external,"Laura Mocci, FUMIANI, Giovanni Antonio, DBI 50 (1998). https://www.treccani.it/enciclopedia/giovanni-antonio-fumiani_(Dizionario-Biografico)/. Accessed 2026-09-15.",,,"Laura Mocci, FUMIANI, Giovanni Antonio, DBI 50 (1998). https://www.treccani.it/enciclopedia/giovanni-antonio-fumiani_(Dizionario-Biografico)/. Accessed 2026-09-15.",https://www.treccani.it/enciclopedia/giovanni-antonio-fumiani_(Dizionario-Biografico)/
src-07c19f5168c225d7,external,"Curia General de los Clérigos Regulares Teatinos, Historia. https://teatinos.org/historia/ . Accessed 2026-09-10.",,,"Curia General de los Clérigos Regulares Teatinos, Historia. https://teatinos.org/historia/ . Accessed 2026-09-10.",https://teatinos.org/historia/
src-07c806145291f1ed,external,"Wikipedia (en), Secondo Lancellotti, revision 1359358326. https://en.wikipedia.org/wiki/Secondo_Lancellotti. Accessed 2026-09-10.",,,"Wikipedia (en), Secondo Lancellotti, revision 1359358326. https://en.wikipedia.org/wiki/Secondo_Lancellotti. Accessed 2026-09-10.",https://en.wikipedia.org/wiki/Secondo_Lancellotti
src-08035c8d0658e762,external,"Wikidata, Q1101774, revision 2527349948. https://www.wikidata.org/wiki/Q1101774. Accessed 2026-09-10.",,,"Wikidata, Q1101774, revision 2527349948. https://www.wikidata.org/wiki/Q1101774. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q1101774
src-080c88d0aaa7b73c,external,"Wikipedia (en), Antonio Barberini, revision 1362029134. https://en.wikipedia.org/wiki/Antonio_Barberini. Accessed 2026-09-10.",,,"Wikipedia (en), Antonio Barberini, revision 1362029134. https://en.wikipedia.org/wiki/Antonio_Barberini. Accessed 2026-09-10.",https://en.wikipedia.org/wiki/Antonio_Barberini
src-083cf30a9d2dbfb6,external,"Wikipedia (en), Giovanni Maria Morandi, revision 1365386530. https://en.wikipedia.org/wiki/Giovanni_Maria_Morandi. Accessed 2026-09-10.",,,"Wikipedia (en), Giovanni Maria Morandi, revision 1365386530. https://en.wikipedia.org/wiki/Giovanni_Maria_Morandi. Accessed 2026-09-10.",https://en.wikipedia.org/wiki/Giovanni_Maria_Morandi
src-08486636b696ae42,external,"Wikidata, Q1136614, revision 2539202298. https://www.wikidata.org/wiki/Q1136614. Accessed 2026-09-11.",,,"Wikidata, Q1136614, revision 2539202298. https://www.wikidata.org/wiki/Q1136614. Accessed 2026-09-11.",https://www.wikidata.org/wiki/Q1136614
src-085c7eb8b8301fb0,external,"Wikipedia (en), Gian Lorenzo Bernini, revision 1374038020. https://en.wikipedia.org/wiki/Gian_Lorenzo_Bernini Accessed 2026-09-11.",,,"Wikipedia (en), Gian Lorenzo Bernini, revision 1374038020. https://en.wikipedia.org/wiki/Gian_Lorenzo_Bernini Accessed 2026-09-11.",https://en.wikipedia.org/wiki/Gian_Lorenzo_Bernini
src-087e148c049822f7,external,"Piero Del Negro, LODOLI, Carlo, Dizionario Biografico degli Italiani 65 (2005). https://www.treccani.it/enciclopedia/carlo-lodoli_(Dizionario-Biografico)/. Accessed 2026-09-15.",,,"Piero Del Negro, LODOLI, Carlo, Dizionario Biografico degli Italiani 65 (2005). https://www.treccani.it/enciclopedia/carlo-lodoli_(Dizionario-Biografico)/. Accessed 2026-09-15.",https://www.treccani.it/enciclopedia/carlo-lodoli_(Dizionario-Biografico)/
src-0891076e59a2a9ca,external,"Wikidata, Q403080. https://www.wikidata.org/wiki/Q403080. Accessed 2026-09-13.",,,"Wikidata, Q403080. https://www.wikidata.org/wiki/Q403080. Accessed 2026-09-13.",https://www.wikidata.org/wiki/Q403080
src-08b3e47f8cc138b0,external,"Jesuit Conference of Canada and the United States, Our Founder, Our History. https://www.jesuits.org/about-us/ignatius-of-loyola/. Accessed 2026-09-10.",,,"Jesuit Conference of Canada and the United States, Our Founder, Our History. https://www.jesuits.org/about-us/ignatius-of-loyola/. Accessed 2026-09-10.",https://www.jesuits.org/about-us/ignatius-of-loyola/
src-08c5673ee3b423a1,external,"Fondazione Federico Zeri, “Leoni Ottavio, Susanna e i vecchi,” entry 119062. https://catalogo.fondazionezeri.unibo.it/entry/work/119062/Leoni%20Ottavio%2C%20Susanna%20e%20i%20vecchi. Accessed 2026-09-25.",,,"Fondazione Federico Zeri, “Leoni Ottavio, Susanna e i vecchi,” entry 119062. https://catalogo.fondazionezeri.unibo.it/entry/work/119062/Leoni%20Ottavio%2C%20Susanna%20e%20i%20vecchi. Accessed 2026-09-25.",https://catalogo.fondazionezeri.unibo.it/entry/work/119062/Leoni%20Ottavio%2C%20Susanna%20e%20i%20vecchi
src-09262b9410a169e2,external,"Wikidata, Q3894305, revision 2518191823. https://www.wikidata.org/wiki/Q3894305. Accessed 2026-09-10.",,,"Wikidata, Q3894305, revision 2518191823. https://www.wikidata.org/wiki/Q3894305. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q3894305
src-092d277b5e2bd706,external,"Paul VI, grant of minor-basilica title, 1965-12-20, Spanish text hosted by Sant'Andrea della Valle. https://santandrea.teatinos.org/es/bienvenida/titulo-basilica-menor/. Accessed 2026-09-10.",,,"Paul VI, grant of minor-basilica title, 1965-12-20, Spanish text hosted by Sant'Andrea della Valle. https://santandrea.teatinos.org/es/bienvenida/titulo-basilica-menor/. Accessed 2026-09-10.",https://santandrea.teatinos.org/es/bienvenida/titulo-basilica-menor/
src-095bb470901d3dcb,external,"Wikidata, Q3657340. https://www.wikidata.org/wiki/Q3657340. Accessed 2026-09-13.",,,"Wikidata, Q3657340. https://www.wikidata.org/wiki/Q3657340. Accessed 2026-09-13.",https://www.wikidata.org/wiki/Q3657340
src-0978f8b89535d527,external,"Wikidata, Q63522275, revision 2259607374. https://www.wikidata.org/wiki/Q63522275. Accessed 2026-09-10.",,,"Wikidata, Q63522275, revision 2259607374. https://www.wikidata.org/wiki/Q63522275. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q63522275
src-09e9ba032fe59b9f,external,"Wikidata, Q610738, revision 2531928598. https://www.wikidata.org/wiki/Q610738. Accessed 2026-09-11.",,,"Wikidata, Q610738, revision 2531928598. https://www.wikidata.org/wiki/Q610738. Accessed 2026-09-11.",https://www.wikidata.org/wiki/Q610738
src-09fa096c4e0ed9f5,external,"Vincenzo Ruffo, ‘Galleria Ruffo nel secolo XVII in Messina (con lettere di pittori ed altri documenti inediti) (II),’ Bollettino d’Arte 10 (1916), pp. 95–128.",,,"Vincenzo Ruffo, ‘Galleria Ruffo nel secolo XVII in Messina (con lettere di pittori ed altri documenti inediti) (II),’ Bollettino d’Arte 10 (1916), pp. 95–128.",https://bollettinodarte.cultura.gov.it/wp-content/uploads/Importer/1343998074095_5_-_Vincenzo_Ruffo_p._95.pdf
src-0a18b3ae65cc4e76,external,"Wikipedia (en), Giovanni Pietro Bellori, revision 1365391346. https://en.wikipedia.org/wiki/Giovanni_Pietro_Bellori Accessed 2026-09-11.",,,"Wikipedia (en), Giovanni Pietro Bellori, revision 1365391346. https://en.wikipedia.org/wiki/Giovanni_Pietro_Bellori Accessed 2026-09-11.",https://en.wikipedia.org/wiki/Giovanni_Pietro_Bellori
src-0a34aad732e56a3d,external,"Catalogo generale dei Beni Culturali, Ritratto del Cardinale Guido Bentivoglio, 0900129521, Palatina 82. https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0900129521. Accessed 2026-09-14.",,,"Catalogo generale dei Beni Culturali, Ritratto del Cardinale Guido Bentivoglio, 0900129521, Palatina 82. https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0900129521. Accessed 2026-09-14.",https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0900129521
src-0a7d8eb321f88a38,external,"Wikidata, Q153619, revision 2517434979. https://www.wikidata.org/wiki/Q153619. Accessed 2026-09-10.",,,"Wikidata, Q153619, revision 2517434979. https://www.wikidata.org/wiki/Q153619. Accessed 2026-09-10.",https://www.wikidata.org/wiki/Q153619
